userId,gender,item,rating,review,helpfulness,timestamp,category
11840,M,Patriot,2.0,Brits as Proto-Nazis.Mel Gibson as hysterical historic type,3.0,102300,Movies
11840,M,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4.0,Not Just for Kids,5.0,103100,Books
11840,F,Blue Mountain Arts eCards,5.0,Where is this Mountain and why is it Blue?,5.0,112100,Online Stores & Services
11840,M,Southwest Airlines,5.0,"Southwest Airlines: For Puddle Jumping, It's the Way to Go",6.0,121200,Hotels & Travel
11840,M,Subway,4.0,Something In Israel That's Not Stuffed In a PIta,5.0,122500,Restaurants & Gourmet
6737,M,Sixth Sense,4.0,The Sixth Sense for the Hundreth Time,5.0,10700,Movies
6737,M,FOX,5.0,You Know...I cannot go...without...&quot;That 70's Show&quot;,4.0,12000,Media
6737,M,Fight Club,5.0,Tyler Durden says...,5.0,61900,Movies
6737,F,Patriot,4.0,"War, Regretable War",4.0,70100,Movies
6737,F,X-Men,3.0,Lost; Rejected,4.0,71700,Movies
6737,F,American Beauty,4.0,Midlife Crisis Coverage:  See Story Below,3.0,122399,Movies
6737,M,FreeRide.com,4.0,Go On and Take a FreeRide.,3.0,122799,Online Stores & Services
12864,F,Talented Mr. Ripley,4.0,"A Talent for Lies, Deception and Murder",5.0,40101,Movies
12864,M,Sixth Sense,5.0,The Sixth Sense Is First In New Movies,4.0,41600,Movies
12864,M,PayPal,5.0,I Love My Paypal,6.0,41900,Personal Finance
12864,F,New York City,5.0,The Big Apple ,4.0,42000,Hotels & Travel
12864,M,Las Vegas,4.0,Viva Las Vegas!,3.0,42500,Hotels & Travel
12864,F,Star Wars Episode I: The Phantom Menace,4.0,Where Are All My Old Friends?,4.0,51900,Movies
12864,F,How the Grinch Stole Christmas,5.0,Just As Long As We Have We,4.0,52500,Movies
12864,M,All Advantage,4.0,It's Not All Advantages,5.0,60500,Online Stores & Services
12864,F,Green Mile,5.0,A Terrific But Extremely Disturbing Film,5.0,71700,Movies
12864,F,StartSampling.Com,4.0,I Like The Samples When Available,4.0,80300,Online Stores & Services
12864,F,Erin Brockovich,5.0,Roberts Proves She is More Than A Runaway Bride,5.0,82700,Movies
3228,M,McDonald's,4.0,Old MacDonald had a Restaurant...,5.0,10801,Restaurants & Gourmet
3228,M,Cast Away,5.0,Never Fly FedEx,6.0,50601,Movies
3228,M,NBC,4.0,Get the Surgeon out of the OR and into the ER,4.0,110700,Media
3228,F,Dogma,5.0,3rd Time is the Charm,6.0,112300,Movies
3228,F,Unbreakable,4.0,I see dead acting,3.0,112600,Movies
3228,F,Perfect Storm,4.0,And how was the cruise......,3.0,112700,Movies
3228,F,FOX,5.0,Simpson- Going Strong after all this time.,6.0,112700,Media
3228,F,FOX,4.0,Downey rules as TV's bad boy,4.0,120600,Media
3228,F,Patriot,5.0,"Wave that Flag, Mel",4.0,120700,Movies
5859,M,"South Park: Bigger, Longer & Uncut",4.0,OH MY GOD! They KILLED KENNY!,5.0,50301,Movies
5859,F,Subway,4.0,Decisions decisions,5.0,50901,Restaurants & Gourmet
5859,M,Shrek,5.0,LOOK OUT Disney! Here comes SHREK.,6.0,52901,Movies
5859,M,Las Vegas,5.0,If you can't find fun to suit you here then you are dead.,6.0,61301,Hotels & Travel
5859,F,eBay,4.0,Collectors and Bargain Hunters' Paradise,5.0,112500,Online Stores & Services
5859,F,Southwest Airlines,5.0,Service with a smile still exists.,5.0,120100,Hotels & Travel
9282,M,American Pie,4.0,Hilarious teenage angst,4.0,10100,Movies
9282,M,StartSampling.Com,3.0,"StartSampling.com: Great idea, few products",4.0,10100,Online Stores & Services
9282,M,Galaxy Quest,4.0,Great Spoof,4.0,10200,Movies
9282,F,MyPoints.com,5.0,MyPoints.com: Earn rewards for reading email and visiting web sites,4.0,12100,Online Stores & Services
9282,M,AOL (America Online),2.0,"Best local coverage, Bad service",3.0,12100,Online Stores & Services
9282,M,Green Mile,5.0,Another Oscar Winner for Tom Hanks,4.0,122199,Movies
9282,M,Dogma,5.0,Witty and well researched,5.0,122299,Movies
1131,M,Galaxy Quest,5.0,Best Quest,5.0,12000,Movies
1131,F,What Lies Beneath,2.0,Beneath Ford,3.0,22401,Movies
1131,F,Shrek,5.0,Shreks of Delight,4.0,51901,Movies
1131,M,Sixth Sense,5.0,Perfect sense,4.0,110199,Movies
1131,M,Star Wars Episode I: The Phantom Menace,4.0,The saga continues...,5.0,110399,Movies
1131,F,Toy Story 2,5.0,Toys will be Toys,6.0,112399,Movies
1131,M,Sleepy Hollow,5.0,Nightmare Hollow,5.0,112599,Movies
1131,F,Green Mile,5.0,The Longest Mile,4.0,121499,Movies
6605,M,Scary Movie,3.0,Scary Movie - NOT,4.0,10901,Movies
6605,M,Green Mile,4.0,The Green Mile,3.0,12700,Movies
6605,M,Sixth Sense,4.0,Good Movie,5.0,51100,Movies
6605,M,Dogma,4.0,Dogma,3.0,60100,Movies
6605,M,Pearl Harbor,5.0,A Movie for Boys & Girls,4.0,72601,Movies
6605,M,Shrek,5.0,Not Just a Kids Cartoon,6.0,72601,Movies
6605,M,Austin Powers: The Spy Who Shagged Me,4.0,Austin Powers - The Spy Who Shagged Me,5.0,122199,Movies
540,F,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,"Just for Kids, I think not",6.0,32501,Books
540,F,Star Wars Episode I: The Phantom Menace,5.0,Episode 1,4.0,40500,Movies
540,M,Matrix,5.0,Explore the Possible Future,5.0,101600,Movies
540,M,The Sims 2: Open for Business for Windows,4.0,A way to run someones life without making them mad,5.0,111700,Games
540,F,X-Men,5.0,Finally,4.0,111900,Movies
5442,F,Sixth Sense,2.0,Sixth Sense doesn't deliver...,3.0,10600,Movies
5442,M,Star Wars Episode I: The Phantom Menace,4.0,It's Star Wars!,3.0,10600,Movies
5442,F,Blair Witch Project,4.0,"The hype pays off, but not necessarily 'Scary as Hell'",5.0,10800,Movies
5442,F,"South Park: Bigger, Longer & Uncut",4.0,Animated Film or Musica?  You decide....,4.0,10900,Movies
5442,F,Being John Malkovich,5.0,The best movie to come out of Hollywood this year - and why....,5.0,120799,Movies
5442,M,Dogma,4.0,"Highly Irreverent, Extremely Amusing",5.0,120799,Movies
5442,F,Sleepy Hollow,5.0,Breathtaking scenery - Depp is spectacular...,4.0,120799,Movies
5442,F,Toy Story 2,5.0,The toys are back and better than ever!,5.0,120799,Movies
5442,F,Fight Club,2.0,Why David Fincher's Dark Comedy/Satire failed...,3.0,120799,Movies
5442,F,American Beauty,5.0,Why American Beauty is the best movie of the Year...,4.0,120899,Movies
5442,M,Talented Mr. Ripley,3.0,The Biggest Disappointment of the Season,4.0,123099,Movies
5442,M,Galaxy Quest,4.0,Surprisingly funny - worthwhile for the entire family...,3.0,123099,Movies
10735,F,American Beauty,4.0,Strange beauty,4.0,62200,Movies
10735,M,Green Mile,4.0,Emotional Mile,4.0,62200,Movies
10735,M,Sixth Sense,5.0,GOOD SENSE,4.0,62300,Movies
10735,F,Sleepy Hollow,4.0,A Tim Burton Classic,5.0,62300,Movies
10735,F,Fight Club,4.0,FIGHT-TASTIC,4.0,62300,Movies
10735,F,Being John Malkovich,4.0,Being original,3.0,62300,Movies
10735,M,Final Fantasy VIII for PlayStation 1,5.0,FINALLY!!!,6.0,62300,Games
10735,M,X-Men,4.0,Don't listen to the critics!,4.0,71700,Movies
8302,F,New York City,5.0,Manhattan's Best Ice Cream Parlor,5.0,11300,Hotels & Travel
8302,F,Delta Air Lines,3.0,Bye bye Swissair,4.0,11300,Hotels & Travel
8302,M,New York City,5.0,Zabar's is Food Heaven!,6.0,11500,Hotels & Travel
8302,F,All Advantage,4.0,I know the best way to make money with All Advantage,4.0,11700,Online Stores & Services
8302,F,New York City,4.0,Russian Tea Room Lives Again!!,4.0,12200,Hotels & Travel
8302,M,New York City,4.0,The Cloisters - Worth a trip to northern Manhattan,4.0,12300,Hotels & Travel
8302,M,New York City,4.0,The Brooklyn Bridge - Worth a Trip,5.0,12400,Hotels & Travel
8302,M,New York City,5.0,Take The Subway - It Rules!,4.0,12400,Hotels & Travel
8302,M,New York City,3.0,Taxi Tricks for Tourists,4.0,20400,Hotels & Travel
8302,M,New York City,4.0,Great Bread Baker in Manhattan,4.0,20500,Hotels & Travel
8302,M,New York City,5.0,Dean &amp; Deluca: You Have to See This Food Store!,4.0,21500,Hotels & Travel
8302,F,New York City,5.0,The World's Best Chocolate,5.0,21800,Hotels & Travel
8302,F,New York City,5.0,The Best Greek Bakery!,4.0,22000,Hotels & Travel
8302,F,New York City,4.0,The Best Bookstore in New York City,5.0,22600,Hotels & Travel
8302,M,New York City,5.0,Chelsea Market: Is This Food Heaven?,5.0,30200,Hotels & Travel
8302,M,New York City,5.0,Want Spices? Go here!,6.0,30700,Hotels & Travel
8302,M,New York City,4.0,Best Way to Get to the Airport in NYC,5.0,30800,Hotels & Travel
8302,F,New York City,5.0,New York's Best French Toast - very updated,5.0,31500,Hotels & Travel
8302,M,New York City,5.0,The Best Food Festival!!,6.0,51500,Hotels & Travel
4439,M,FOX,3.0,Malcom towards the bottom,3.0,11200,Media
4439,F,Blue Mountain Arts eCards,5.0,Make everyone happy!,4.0,11400,Online Stores & Services
4439,F,"South Park: Bigger, Longer & Uncut",4.0,Got a sick sense of humor?,4.0,11500,Movies
4439,M,American Pie,5.0,"Nonstop laughs, memories!",4.0,11800,Movies
4439,M,Austin Powers: The Spy Who Shagged Me,5.0,Do I make you...laugh...baby?,5.0,11900,Movies
4439,F,Galaxy Quest,4.0,"Childish, but generally okay",4.0,12200,Movies
9661,F,PayPal,4.0,Y2K at it's finest!,3.0,20901,Personal Finance
9661,M,American Pie,5.0,Love It!,4.0,22400,Movies
9661,M,eBay,5.0,Addicting Auction Site!,6.0,22800,Online Stores & Services
9661,F,Sixth Sense,5.0,Great Plot Twister!,6.0,22800,Movies
9661,M,Outback Steakhouse,5.0,Worth the Wait,6.0,42900,Restaurants & Gourmet
9661,F,What Lies Beneath,4.0,The Title Says it All!!,4.0,80200,Movies
9661,M,The Sims 2: Open for Business for Windows,5.0,"Hello my name is Jen, and I'm a Simaholic!",5.0,101300,Games
12028,M,Green Mile,5.0,The Book vs. The Movie,4.0,30201,Movies
12028,F,McDonald's,3.0,Did you Smile Today?,3.0,30401,Restaurants & Gourmet
12028,F,Subway,4.0,How do you Spell QUALITY?,5.0,31201,Restaurants & Gourmet
12028,M,"Simpsons, The",5.0,Keeps on Going...,5.0,31601,Kids & Family
12028,M,Shrek,5.0,My Shrek Experience,6.0,52601,Movies
12028,M,Unbreakable,5.0,Mr. Glass,4.0,80801,Movies
1012,F,Star Wars Episode I: The Phantom Menace,5.0,"Great, But Not As Good As The Originals...",6.0,31000,Movies
1012,M,"South Park: Bigger, Longer & Uncut",4.0,One Of The Funniest Movies Of The Year!,3.0,31400,Movies
1012,M,Matrix,5.0,What A Mindjob,4.0,40201,Movies
1012,F,"Simpsons, The",5.0,10 Years and still going strong...,4.0,50800,Kids & Family
1012,M,Subway,5.0,"Fast, Friendly, and Filling!",4.0,120300,Restaurants & Gourmet
7535,M,Las Vegas,5.0,Whether age 9 or 90...you'll be entertained!,6.0,21400,Hotels & Travel
7535,M,Sixth Sense,5.0,Strangely Moving &amp; Thought Provoking,4.0,41000,Movies
7535,M,Outback Steakhouse,5.0,All they need now is a &quot;Frequent Diners&quot; Club!!,5.0,50200,Restaurants & Gourmet
7535,F,Green Mile,5.0,It Will Exhaust Your Emotions....The Green Mile,5.0,80100,Movies
7535,M,eBay,5.0,"Find It or Sell It...either way, you can do it at EBay!",6.0,80700,Online Stores & Services
7535,F,StartSampling.Com,3.0,StartSampling....a lot of effort for next to nothing.,3.0,80700,Online Stores & Services
9354,M,New York City,4.0,O Tempora Morrisania: The Morrisania Section of the Bronx,3.0,110500,Hotels & Travel
9354,M,New York City,4.0,Ever heard of Inwood?,3.0,111199,Hotels & Travel
9354,M,Sixth Sense,5.0,Bringing out the dead!!,6.0,111199,Movies
9354,F,New York City,5.0,"Staten Island a nice place to visit, a better place to live!",4.0,111299,Hotels & Travel
9354,F,American Beauty,4.0,Finding beauty in the dysfunctional.,3.0,111699,Movies
9354,M,New York City,4.0,Historic Richmond Town: A Glimpse of Olde New York,5.0,112000,Hotels & Travel
9354,F,Unbreakable,4.0,6th Sense Redux?...Not at all,4.0,112700,Movies
9354,F,How the Grinch Stole Christmas,5.0,An Instant Classic...,4.0,120499,Movies
9354,M,Green Mile,4.0,A Magical Movie...,5.0,122099,Movies
14881,M,Toy Story 2,5.0,Pixar shows Disney how to make a sequel,5.0,21906,Movies
14881,M,Shrek,4.0,Shrek is a crude but very funny movie,3.0,51507,Movies
14881,F,Final Fantasy VIII for PlayStation 1,5.0,When deformed lego charecters atttack,6.0,51904,Games
14881,F,Star Wars Episode I: The Phantom Menace,3.0,It's sad when the best thing in the move is Jar Jar,3.0,52205,Movies
14881,M,Subway,4.0,Eat more Subs,5.0,82704,Restaurants & Gourmet
14881,M,Blue's Clues,4.0,I can see why kids like this,3.0,100600,Kids & Family
14881,F,Sixth Sense,4.0,the sixth sense,4.0,100800,Movies
14881,M,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4.0,If the movie is has good has the book then it's a must see.,3.0,111101,Books
1370,F,The Sims 2: Open for Business for Windows,5.0,The Sims: Play God for once,4.0,12401,Games
1370,M,X-Men,5.0,The Future in 90 minutes,4.0,72800,Movies
1370,M,"Simpsons, The",5.0,Proof there is a God,4.0,73100,Kids & Family
1370,M,FOX,5.0,Fact or Fiction scares the hell into you,5.0,80100,Media
1370,F,Scary Movie,4.0,Remember to breathe because you laugh so much,4.0,80200,Movies
1370,M,Patriot,4.0,See the Patriot for Independence of your appetite,3.0,80600,Movies
1370,F,FOX,4.0,A new season of shows; are you ready?,4.0,112200,Media
12809,M,NetZero,2.0,Nothing is Free,3.0,102699,Online Stores & Services
12809,F,Final Fantasy VIII for PlayStation 1,5.0,Square has done it again,4.0,102799,Games
12809,M,Sixth Sense,5.0,One Excellent Film,5.0,102999,Movies
11188,F,AOL (America Online),5.0,I love it..,6.0,12600,Online Stores & Services
11188,M,All Advantage,5.0,All Advantage is AMAZING,5.0,13100,Online Stores & Services
11188,F,Talented Mr. Ripley,4.0,He is talented!,5.0,20200,Movies
11188,M,American Pie,5.0,Great American Teenage Classic,6.0,20700,Movies
11188,M,eBay,5.0,Ebay is here to Stay,4.0,21100,Online Stores & Services
6804,M,Austin Powers: The Spy Who Shagged Me,4.0,"Funny, but not for Kids",5.0,11800,Movies
6804,M,Burger King,4.0,Taste of Home while Traveling the World,4.0,50100,Restaurants & Gourmet
6804,F,PayPal,5.0,If used correctly Seems to work,4.0,50300,Personal Finance
6804,F,New York City,4.0,Great Weekend Getaway,3.0,122399,Hotels & Travel
6804,F,Southwest Airlines,4.0,Fun Flying,4.0,122899,Hotels & Travel
6804,M,Pearl Harbor,5.0,Historical Importance make this a must see,4.0,122999,Movies
2412,F,Mission: Impossible II,4.0,Tom,4.0,61000,Movies
2412,F,McDonald's,3.0,Great for Kids!,3.0,71900,Restaurants & Gourmet
2412,F,Wendy's,5.0,A Dinnner that only cost $10 and feeds my family??? ,6.0,73000,Restaurants & Gourmet
2412,F,X-Men,5.0,What did you say there is going to be X-Men part II,6.0,80200,Movies
2412,F,FOX,5.0,I am suffering from lack of 90210,5.0,81700,Media
2412,M,Gladiator,5.0,Watch able......,4.0,92900,Movies
2412,M,FOX,5.0,Dark Angel,4.0,120200,Media
1257,F,FreeRide.com,5.0,Hang on....for a GREAT free ride!,6.0,11400,Online Stores & Services
1257,M,FOX,5.0,"Fox, One of my family's favorites",5.0,11600,Media
1257,M,McDonald's,5.0,McDonalds-Kids Know!,4.0,11600,Restaurants & Gourmet
1257,F,MyPoints.com,5.0,One of the first for Me!,5.0,11800,Online Stores & Services
1257,F,AOL (America Online),3.0,"If you use the  BYOA, its great!",4.0,20400,Online Stores & Services
1257,F,Blue's Clues,5.0,Lets go looking for Blues Clues because its really fun!,5.0,60100,Kids & Family
704,F,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,Almost too amazing to describe,4.0,32401,Books
704,F,Gladiator,5.0,"Oh, wow!",6.0,51700,Movies
704,F,The Sims 2: Open for Business for Windows,4.0,Must Be The Best Simulation Game Out There (Great Re-Write W/O),4.0,60401,Games
704,M,Austin Powers: The Spy Who Shagged Me,2.0,"Not shagadelic, baby!",3.0,60700,Movies
704,F,"South Park: Bigger, Longer & Uncut",5.0,Come On Baby Light My Fart! [Akira Anime Write-Off],5.0,72801,Movies
704,F,Blair Witch Project,2.0, Unpleasant? Yes. Scary? No.,3.0,92700,Movies
3569,F,Scream 3,3.0,Scream 3,3.0,20500,Movies
3569,F,Erin Brockovich,4.0,Erin Brockovich,5.0,31600,Movies
3569,F,American Pie,3.0,&quot;Pie&quot; is a Small Slice of Laughter,4.0,71199,Movies
3569,F,Matrix,5.0,Science Fiction At It's Finest,6.0,71399,Movies
3569,M,Austin Powers: The Spy Who Shagged Me,3.0,Autsin Powers: The Spy Who Shagged Me,3.0,71599,Movies
3569,M,Star Wars Episode I: The Phantom Menace,4.0,Star Wars Episode I: The Phantom Menace,5.0,72099,Movies
3569,M,Blair Witch Project,5.0,The Blair Witch Project,6.0,72099,Movies
3569,M,"South Park: Bigger, Longer & Uncut",4.0,"South Park: Bigger, Longer, and Uncut",4.0,72099,Movies
3569,M,Sixth Sense,5.0,The Sixth Sense,5.0,80699,Movies
3569,M,American Beauty,5.0,American Beauty,5.0,91999,Movies
3569,F,Fight Club,5.0,Fight Club,6.0,101299,Movies
3569,F,Being John Malkovich,5.0,Being John Malkovich,6.0,102299,Movies
3569,M,Dogma,3.0,Dogma,3.0,111499,Movies
3569,F,Sleepy Hollow,4.0,Sleepy Hollow,3.0,111599,Movies
3569,F,Toy Story 2,5.0,Toy Story 2,6.0,112699,Movies
3569,M,Green Mile,4.0,The Green Mile,5.0,121199,Movies
2367,M,All Advantage,4.0,All Advantage...has it's advantages,3.0,40600,Online Stores & Services
2367,M,The Sims 2: Open for Business for Windows,4.0,Sim-tastic,3.0,40900,Games
2367,M,Blue Mountain Arts eCards,4.0,Online cards can't be beat,5.0,41400,Online Stores & Services
2367,F,X-Men,4.0,X-Men= a great flick,4.0,71700,Movies
2367,M,eBay,4.0,Ebay mania,4.0,71800,Online Stores & Services
2834,M,American Pie,5.0,"One time, in band camp....",6.0,10800,Movies
2834,M,Matrix,4.0,It deserves the huge following,3.0,11100,Movies
2834,M,Final Fantasy VIII for PlayStation 1,5.0,Square continues its RPG domination,4.0,11100,Games
2834,M,Final Fantasy VIII for PlayStation 1,5.0,Pushing the playstation to its limits,6.0,11100,Games
5929,F,PayPal,4.0,PayPal - Auctioning's Best Friend,3.0,60501,Personal Finance
5929,F,Sixth Sense,4.0,Symbolism Abounds in The Sixth Sense,4.0,62500,Movies
5929,M,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4.0,The Skeptic and Harry Potter,5.0,80700,Books
5929,M,Patriot,4.0,It's Election Day: Be a Patriot,5.0,110700,Movies
1198,M,Cast Away,3.0,"Cast Away - Hanks is good, but he's no naked gay guy.",3.0,10301,Movies
1198,M,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,Harry Potter and the Sorceror's Stone,6.0,21600,Books
1198,M,Gladiator,3.0,Gladiator -- Dances With Wolves 10 years later.,3.0,32401,Movies
1198,F,AOL (America Online),4.0,Say what you want...............,5.0,50200,Online Stores & Services
1198,F,Subway,3.0,Subway - When timing and cheap franchise rights collide.,4.0,50900,Restaurants & Gourmet
1198,M,Mission: Impossible II,3.0,Mission Impossible 2 - Woo Voodoo is Poo Poo,4.0,52700,Movies
1198,F,MyPoints.com,4.0,One of the Few Pay to Surf Sites Worth Using - MyPoint.com,3.0,53100,Online Stores & Services
1198,M,StartSampling.Com,3.0,Just like those surveys in the Sunday paper.,4.0,61100,Online Stores & Services
1198,M,Scary Movie,2.0,Amateur Hour,3.0,122300,Movies
7054,M,Delta Air Lines,4.0,Delta Airlines: Good memories  equal great expectations!,3.0,42202,Hotels & Travel
7054,M,Pearl Harbor,5.0,Pearl Harbor: The Sorrow of a Nation,6.0,52101,Movies
7054,M,Pearl Harbor,4.0,Pearl Harbor: A Page Torn From History,4.0,52601,Movies
7054,F,Perfect Storm,4.0,Almost Perfect Entertainment,4.0,70200,Movies
7054,M,Sixth Sense,5.0,Why Didn't I Think of That??,5.0,70300,Movies
7054,F,Cast Away,5.0,"Cast Away: Absolutely, Positively a Brilliant Performance By Tom Hanks",4.0,121900,Movies
7636,F,Sixth Sense,5.0,Whoa!,6.0,120199,Movies
7636,M,American Pie,4.0,Surprisingly Funny,5.0,120299,Movies
7636,F,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4.0,Harry Potter:  A good read for kids and adults,3.0,120299,Books
7636,F,Toy Story 2,4.0,To Infinity and Beyond!,5.0,120399,Movies
7636,F,MyPoints.com,5.0,What a Great Site!,6.0,121499,Online Stores & Services
7636,F,Galaxy Quest,4.0,Hee! Great Humor!,5.0,123199,Movies
14644,M,Taco Bell,4.0,How can Taco Bell run out of meat ?,3.0,41202,Restaurants & Gourmet
14644,M,eBay,5.0,The Most Addictive Site,4.0,41300,Online Stores & Services
14644,F,"South Park: Bigger, Longer & Uncut",5.0,Uh-oh ... :),4.0,41300,Movies
14644,M,Sleepy Hollow,5.0,High Jump Factor,4.0,41300,Movies
14644,M,American Pie,5.0,And This One Time At Band Camp,6.0,41400,Movies
14644,M,Blue's Clues,5.0,I'm How Old And Still Enjoy This ?,6.0,41700,Kids & Family
14644,M,Shrek,5.0,SHREK !,4.0,62301,Movies
14644,M,X-Men,5.0,Surprisingly Good,6.0,80500,Movies
13322,M,Galaxy Quest,4.0,Campy good fun,5.0,11800,Movies
13322,M,Sixth Sense,5.0,"A tense, chilling stunner",4.0,20700,Movies
13322,M,Sleepy Hollow,4.0,The Horseman rides!,3.0,21000,Movies
13322,F,Erin Brockovich,4.0,Erin Brockovich: She's got a mouth on her,4.0,40800,Movies
13322,M,Mission: Impossible II,2.0,Big Cartoonie Show,3.0,62400,Movies
13322,M,X-Men,4.0,A very enjoyable adaptation of a comic-book classic,5.0,72100,Movies
13322,F,Perfect Storm,3.0,"Gripping and exciting, but ultimately inconsequential",4.0,73100,Movies
13322,M,Unbreakable,4.0,Shyamalan hits again with Unbreakable,3.0,112700,Movies
13322,F,Green Mile,4.0,"Long, but worth the ride",3.0,122199,Movies
